initial_state_mean,transition_matrix,observation_matrix,process_noise_covariance,observation_noise_covariance,initial_covariance,avg_residual_mean,avg_residual_std,avg_covariance_diff
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",7.425154924487449,28.529670799527256,220.9379196594988
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",7.291400200629495,36.18283217288568,355.8600005593184
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",8.344023331449508,38.50531923943688,328.454702280499
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",5.5560194712842055,65.28022917297804,774.2396534097595
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",8.79065938366182,29.802209757582464,113.13796366399917
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",5.877774721651887,24.644172403012995,66.1962562944084
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",10.519308134176372,33.70387201779961,164.4473233823547
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",6.693017277232816,24.214836055781884,151.9940445717416
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",-5.964341805123982,33.89350861417618,305.4120909071244
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",-6.7396566228286705,39.650521609693904,489.342904583326
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",-4.929688346387382,41.258538994914744,394.95346931514086
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",-8.400832832463848,71.94947769049975,1037.987138873372
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",-4.268029377823863,36.449639889295334,151.00259631916546
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",-7.9236755407694295,33.583028192590135,87.01756861222181
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",-2.474776036654666,38.36673927737022,202.3021383421369
[0. 0. 0.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",-6.887449146772604,30.25930040879956,209.76604676640224
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",6.1790155935363735,27.154168616915065,158.1142590968379
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",4.554345510040705,35.001054022967985,239.44917669424126
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",5.779817467561114,30.56319135710939,221.64732288747425
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",2.9389061843480264,47.2943150418508,464.34605025668657
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",9.23472343838908,31.558895815590475,123.82220992389004
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",6.295412782976804,25.302316372442625,78.33880619515276
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",11.374155953429097,38.00226868072553,176.2230700648829
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",6.153891276942345,28.32137245583973,135.40666158578912
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",-7.671326966547678,32.775222017163685,207.30553555584086
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",-9.813266903171455,40.28207294702573,324.3484771228673
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",-7.882808641293145,35.7162396860297,270.5355063413073
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",-11.186508489894676,55.482836603574256,637.3698353483865
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",-3.651145138421381,38.93853365326185,169.84060469193662
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",-7.495087952453658,33.40718908609746,100.29563123487883
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",-1.4363198339786751,42.21717780661059,208.58116905050838
[1. 1. 1.],"[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",-7.759170602986259,34.62766346907224,179.12791470526366
[1. 1. 1.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",7.43093485777149,28.611958836213887,222.4812652094547
[1. 1. 1.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",7.292730114631643,36.2028872922653,356.0740569284732
[1. 1. 1.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",8.409796005964122,39.09986970222105,334.3514686154626
[1. 1. 1.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",5.6312429999312235,66.10243429843631,782.4724548748088
[1. 1. 1.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",8.720901628338376,29.584829858532384,110.45960659623391
[1. 1. 1.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",5.879064058560059,24.641954318186713,66.38906941430187
[1. 1. 1.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",10.520882047333567,32.49692093742128,149.39160408310386
[1. 1. 1.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.5 0.  0. ]
 [0.  0.5 0. ]
 [0.  0.  0.5]]","[[1. 0. 0.]
 [0. 1. 0.]
 [0. 0. 1.]]",6.693252572946584,24.24761803298665,152.6851091575202
[1. 1. 1.],"[[0.95 0.   0.  ]
 [0.   0.95 0.  ]
 [0.   0.   0.95]]","[[0.9 0.  0. ]
 [0.  0.9 0. ]
 [0.  0.  0.9]]","[[0.01 0.   0.  ]
 [0.   0.01 0.  ]
 [0.   0.   0.01]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]","[[0.1 0.  0. ]
 [0.  0.1 0. ]
 [0.  0.  0.1]]",-5.953740618166625,33.965990407697525,307.6279658631896
