Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.72,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.712 (0.687, 0.687)","0.978 (0.978, 0.978)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.662 (0.655, 0.655)","0.066 (0.057, 0.057)","0.976 (0.958, 0.958)","0.046 (0.037, 0.037)","0.022 (0.022, 0.022)",AlloSure
0.01,"0.662 (0.655, 0.655)","0.136 (0.130, 0.130)","0.930 (0.925, 0.925)","0.118 (0.112, 0.112)","0.023 (0.022, 0.022)",AlloSure
0.02,"0.662 (0.655, 0.655)","0.223 (0.216, 0.216)","0.896 (0.875, 0.875)","0.208 (0.200, 0.200)","0.024 (0.024, 0.024)",AlloSure
0.03,"0.662 (0.655, 0.655)","0.317 (0.307, 0.307)","0.862 (0.830, 0.830)","0.305 (0.293, 0.293)","0.027 (0.025, 0.025)",AlloSure
0.04,"0.662 (0.655, 0.655)","0.400 (0.389, 0.389)","0.762 (0.725, 0.725)","0.392 (0.381, 0.381)","0.027 (0.026, 0.026)",AlloSure
0.05,"0.662 (0.655, 0.655)","0.476 (0.466, 0.466)","0.727 (0.675, 0.675)","0.470 (0.459, 0.459)","0.030 (0.028, 0.028)",AlloSure
0.06,"0.662 (0.655, 0.655)","0.538 (0.522, 0.522)","0.667 (0.646, 0.646)","0.535 (0.519, 0.519)","0.031 (0.030, 0.030)",AlloSure
0.07,"0.662 (0.655, 0.655)","0.587 (0.578, 0.578)","0.643 (0.625, 0.625)","0.586 (0.576, 0.576)","0.033 (0.032, 0.032)",AlloSure
0.08,"0.662 (0.655, 0.655)","0.630 (0.621, 0.621)","0.584 (0.565, 0.565)","0.631 (0.622, 0.622)","0.034 (0.032, 0.032)",AlloSure
0.09,"0.662 (0.655, 0.655)","0.668 (0.646, 0.646)","0.557 (0.525, 0.525)","0.670 (0.648, 0.648)","0.037 (0.034, 0.034)",AlloSure
0.1,"0.662 (0.655, 0.655)","0.699 (0.676, 0.676)","0.540 (0.500, 0.500)","0.702 (0.679, 0.679)","0.039 (0.037, 0.037)",AlloSure
0.11,"0.662 (0.655, 0.655)","0.722 (0.701, 0.701)","0.536 (0.500, 0.500)","0.726 (0.705, 0.705)","0.042 (0.040, 0.040)",AlloSure
0.12,"0.662 (0.655, 0.655)","0.741 (0.717, 0.717)","0.523 (0.500, 0.500)","0.745 (0.721, 0.721)","0.044 (0.040, 0.040)",AlloSure
0.13,"0.662 (0.655, 0.655)","0.757 (0.734, 0.734)","0.515 (0.500, 0.500)","0.763 (0.739, 0.739)","0.047 (0.041, 0.041)",AlloSure
0.14,"0.662 (0.655, 0.655)","0.772 (0.746, 0.746)","0.486 (0.457, 0.457)","0.778 (0.752, 0.752)","0.047 (0.040, 0.040)",AlloSure
0.15,"0.662 (0.655, 0.655)","0.786 (0.765, 0.765)","0.474 (0.450, 0.450)","0.793 (0.772, 0.772)","0.049 (0.043, 0.043)",AlloSure
0.16,"0.662 (0.655, 0.655)","0.799 (0.776, 0.776)","0.466 (0.450, 0.450)","0.807 (0.783, 0.783)","0.052 (0.046, 0.046)",AlloSure
0.17,"0.662 (0.655, 0.655)","0.809 (0.786, 0.786)","0.445 (0.425, 0.425)","0.817 (0.794, 0.794)","0.052 (0.046, 0.046)",AlloSure
0.18,"0.662 (0.655, 0.655)","0.818 (0.796, 0.796)","0.416 (0.400, 0.400)","0.827 (0.804, 0.804)","0.052 (0.046, 0.046)",AlloSure
0.19,"0.662 (0.655, 0.655)","0.827 (0.809, 0.809)","0.408 (0.400, 0.400)","0.837 (0.817, 0.817)","0.053 (0.049, 0.049)",AlloSure
0.2,"0.662 (0.655, 0.655)","0.836 (0.820, 0.820)","0.404 (0.400, 0.400)","0.846 (0.828, 0.828)","0.056 (0.052, 0.052)",AlloSure
0.21,"0.662 (0.655, 0.655)","0.842 (0.825, 0.825)","0.370 (0.375, 0.375)","0.853 (0.834, 0.834)","0.054 (0.051, 0.051)",AlloSure
0.22,"0.662 (0.655, 0.655)","0.847 (0.830, 0.830)","0.350 (0.354, 0.354)","0.858 (0.840, 0.840)","0.052 (0.049, 0.049)",AlloSure
0.23,"0.662 (0.655, 0.655)","0.854 (0.838, 0.838)","0.341 (0.340, 0.340)","0.865 (0.849, 0.849)","0.054 (0.047, 0.047)",AlloSure
0.24,"0.662 (0.655, 0.655)","0.859 (0.843, 0.843)","0.336 (0.340, 0.340)","0.870 (0.854, 0.854)","0.056 (0.049, 0.049)",AlloSure
0.25,"0.662 (0.655, 0.655)","0.862 (0.844, 0.844)","0.332 (0.319, 0.319)","0.874 (0.856, 0.856)","0.056 (0.047, 0.047)",AlloSure
0.26,"0.662 (0.655, 0.655)","0.866 (0.849, 0.849)","0.328 (0.298, 0.298)","0.878 (0.861, 0.861)","0.058 (0.045, 0.045)",AlloSure
0.27,"0.662 (0.655, 0.655)","0.870 (0.852, 0.852)","0.316 (0.298, 0.298)","0.882 (0.864, 0.864)","0.058 (0.046, 0.046)",AlloSure
0.28,"0.662 (0.655, 0.655)","0.873 (0.857, 0.857)","0.312 (0.292, 0.292)","0.885 (0.869, 0.869)","0.058 (0.048, 0.048)",AlloSure
0.29,"0.662 (0.655, 0.655)","0.875 (0.860, 0.860)","0.302 (0.277, 0.277)","0.888 (0.873, 0.873)","0.058 (0.046, 0.046)",AlloSure
0.3,"0.662 (0.655, 0.655)","0.878 (0.862, 0.862)","0.290 (0.271, 0.271)","0.891 (0.875, 0.875)","0.058 (0.047, 0.047)",AlloSure
0.31,"0.662 (0.655, 0.655)","0.881 (0.867, 0.867)","0.290 (0.271, 0.271)","0.894 (0.881, 0.881)","0.059 (0.049, 0.049)",AlloSure
0.32,"0.662 (0.655, 0.655)","0.883 (0.869, 0.869)","0.286 (0.271, 0.271)","0.896 (0.882, 0.882)","0.059 (0.049, 0.049)",AlloSure
0.33,"0.662 (0.655, 0.655)","0.886 (0.874, 0.874)","0.282 (0.271, 0.271)","0.899 (0.887, 0.887)","0.060 (0.051, 0.051)",AlloSure
0.34,"0.662 (0.655, 0.655)","0.889 (0.877, 0.877)","0.277 (0.271, 0.271)","0.902 (0.890, 0.890)","0.061 (0.053, 0.053)",AlloSure
0.35000000000000003,"0.662 (0.655, 0.655)","0.890 (0.879, 0.879)","0.269 (0.255, 0.255)","0.904 (0.893, 0.893)","0.060 (0.050, 0.050)",AlloSure
0.36,"0.662 (0.655, 0.655)","0.893 (0.883, 0.883)","0.265 (0.255, 0.255)","0.907 (0.897, 0.897)","0.060 (0.052, 0.052)",AlloSure
0.37,"0.662 (0.655, 0.655)","0.895 (0.884, 0.884)","0.265 (0.255, 0.255)","0.909 (0.898, 0.898)","0.062 (0.053, 0.053)",AlloSure
0.38,"0.662 (0.655, 0.655)","0.897 (0.886, 0.886)","0.265 (0.255, 0.255)","0.911 (0.900, 0.900)","0.063 (0.053, 0.053)",AlloSure
0.39,"0.662 (0.655, 0.655)","0.899 (0.889, 0.889)","0.265 (0.255, 0.255)","0.913 (0.903, 0.903)","0.065 (0.055, 0.055)",AlloSure
0.4,"0.662 (0.655, 0.655)","0.901 (0.892, 0.892)","0.260 (0.255, 0.255)","0.915 (0.906, 0.906)","0.065 (0.057, 0.057)",AlloSure
0.41000000000000003,"0.662 (0.655, 0.655)","0.902 (0.893, 0.893)","0.260 (0.255, 0.255)","0.916 (0.907, 0.907)","0.066 (0.057, 0.057)",AlloSure
0.42,"0.662 (0.655, 0.655)","0.904 (0.895, 0.895)","0.260 (0.255, 0.255)","0.918 (0.909, 0.909)","0.068 (0.058, 0.058)",AlloSure
0.43,"0.662 (0.655, 0.655)","0.905 (0.896, 0.896)","0.260 (0.255, 0.255)","0.920 (0.911, 0.911)","0.069 (0.059, 0.059)",AlloSure
0.44,"0.662 (0.655, 0.655)","0.907 (0.898, 0.898)","0.257 (0.255, 0.255)","0.921 (0.912, 0.912)","0.069 (0.060, 0.060)",AlloSure
0.45,"0.662 (0.655, 0.655)","0.908 (0.899, 0.899)","0.242 (0.232, 0.232)","0.923 (0.913, 0.913)","0.066 (0.061, 0.061)",AlloSure
0.46,"0.662 (0.655, 0.655)","0.910 (0.900, 0.900)","0.242 (0.232, 0.232)","0.924 (0.914, 0.914)","0.068 (0.062, 0.062)",AlloSure
0.47000000000000003,"0.662 (0.655, 0.655)","0.912 (0.902, 0.902)","0.237 (0.232, 0.232)","0.927 (0.916, 0.916)","0.069 (0.063, 0.063)",AlloSure
0.48,"0.662 (0.655, 0.655)","0.913 (0.903, 0.903)","0.237 (0.232, 0.232)","0.928 (0.918, 0.918)","0.071 (0.064, 0.064)",AlloSure
0.49,"0.662 (0.655, 0.655)","0.914 (0.905, 0.905)","0.233 (0.214, 0.214)","0.929 (0.920, 0.920)","0.070 (0.066, 0.066)",AlloSure
0.5,"0.662 (0.655, 0.655)","0.915 (0.906, 0.906)","0.233 (0.214, 0.214)","0.931 (0.920, 0.920)","0.071 (0.066, 0.066)",AlloSure
0.51,"0.662 (0.655, 0.655)","0.916 (0.907, 0.907)","0.225 (0.196, 0.196)","0.932 (0.921, 0.921)","0.070 (0.067, 0.067)",AlloSure
0.52,"0.662 (0.655, 0.655)","0.917 (0.908, 0.908)","0.221 (0.196, 0.196)","0.933 (0.922, 0.922)","0.070 (0.062, 0.062)",AlloSure
0.53,"0.662 (0.655, 0.655)","0.919 (0.909, 0.909)","0.208 (0.196, 0.196)","0.935 (0.925, 0.925)","0.068 (0.054, 0.054)",AlloSure
0.54,"0.662 (0.655, 0.655)","0.920 (0.911, 0.911)","0.204 (0.196, 0.196)","0.936 (0.927, 0.927)","0.068 (0.050, 0.050)",AlloSure
0.55,"0.662 (0.655, 0.655)","0.921 (0.912, 0.912)","0.200 (0.174, 0.174)","0.937 (0.929, 0.929)","0.068 (0.051, 0.051)",AlloSure
0.56,"0.662 (0.655, 0.655)","0.923 (0.915, 0.915)","0.200 (0.174, 0.174)","0.939 (0.931, 0.931)","0.069 (0.052, 0.052)",AlloSure
0.5700000000000001,"0.662 (0.655, 0.655)","0.924 (0.916, 0.916)","0.200 (0.174, 0.174)","0.940 (0.932, 0.932)","0.070 (0.053, 0.053)",AlloSure
0.58,"0.662 (0.655, 0.655)","0.925 (0.916, 0.916)","0.200 (0.174, 0.174)","0.941 (0.932, 0.932)","0.071 (0.055, 0.055)",AlloSure
0.59,"0.662 (0.655, 0.655)","0.925 (0.917, 0.917)","0.196 (0.174, 0.174)","0.941 (0.934, 0.934)","0.071 (0.055, 0.055)",AlloSure
0.6,"0.662 (0.655, 0.655)","0.926 (0.918, 0.918)","0.191 (0.174, 0.174)","0.943 (0.935, 0.935)","0.071 (0.051, 0.051)",AlloSure
0.61,"0.662 (0.655, 0.655)","0.927 (0.919, 0.919)","0.191 (0.174, 0.174)","0.943 (0.936, 0.936)","0.072 (0.051, 0.051)",AlloSure
