Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.2,"0.679 (0.642, 0.642)","0.975 (0.975, 0.975)","0.031 (0.024, 0.024)","0.999 (0.999, 0.999)","0.567 (0.167, 0.167)",Model
0.21,"0.679 (0.642, 0.642)","0.975 (0.975, 0.975)","0.031 (0.024, 0.024)","0.999 (0.999, 0.999)","0.567 (0.167, 0.167)",Model
0.22,"0.679 (0.642, 0.642)","0.975 (0.975, 0.975)","0.031 (0.024, 0.024)","0.999 (0.999, 0.999)","0.570 (0.182, 0.182)",Model
0.23,"0.679 (0.642, 0.642)","0.975 (0.975, 0.975)","0.031 (0.024, 0.024)","0.999 (0.999, 0.999)","0.570 (0.182, 0.182)",Model
0.24,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.026 (0.000, 0.000)","0.999 (0.999, 0.999)","0.370 (0.000, 0.000)",Model
0.25,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.022 (0.000, 0.000)","0.999 (0.999, 0.999)","0.356 (0.000, 0.000)",Model
0.26,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.018 (0.000, 0.000)","0.999 (0.999, 0.999)","0.322 (0.000, 0.000)",Model
0.27,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.018 (0.000, 0.000)","0.999 (0.999, 0.999)","0.325 (0.000, 0.000)",Model
0.28,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.013 (0.000, 0.000)","0.999 (0.999, 0.999)","0.325 (0.000, 0.000)",Model
0.29,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.129 (0.000, 0.000)",Model
0.3,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.129 (0.000, 0.000)",Model
0.31,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.129 (0.000, 0.000)",Model
0.32,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.133 (0.000, 0.000)",Model
0.33,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.133 (0.000, 0.000)",Model
0.34,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.133 (0.000, 0.000)",Model
0.35000000000000003,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.140 (0.000, 0.000)",Model
0.36,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.140 (0.000, 0.000)",Model
0.37,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.005 (0.000, 0.000)","0.999 (0.999, 0.999)","0.100 (0.000, 0.000)",Model
0.38,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.005 (0.000, 0.000)","0.999 (0.999, 0.999)","0.100 (0.000, 0.000)",Model
0.39,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.005 (0.000, 0.000)","0.999 (0.999, 0.999)","0.100 (0.000, 0.000)",Model
0.4,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Model
0.41000000000000003,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.42,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.43,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.44,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.45,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.46,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.47000000000000003,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.48,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.49,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.51,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.52,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.53,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.54,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.55,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.56,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5700000000000001,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.58,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.59,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.61,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.62,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.63,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.64,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.65,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.66,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.67,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.68,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6900000000000001,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.7000000000000001,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.71,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.72,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.679 (0.642, 0.642)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.673 (0.672, 0.672)","0.066 (0.065, 0.065)","0.977 (0.977, 0.977)","0.043 (0.041, 0.041)","0.025 (0.025, 0.025)",AlloSure
0.01,"0.673 (0.672, 0.672)","0.130 (0.130, 0.130)","0.950 (0.951, 0.951)","0.109 (0.109, 0.109)","0.026 (0.026, 0.026)",AlloSure
0.02,"0.673 (0.672, 0.672)","0.213 (0.212, 0.212)","0.915 (0.904, 0.904)","0.195 (0.194, 0.194)","0.028 (0.028, 0.028)",AlloSure
0.03,"0.673 (0.672, 0.672)","0.302 (0.291, 0.291)","0.893 (0.878, 0.878)","0.287 (0.277, 0.277)","0.031 (0.029, 0.029)",AlloSure
0.04,"0.673 (0.672, 0.672)","0.378 (0.360, 0.360)","0.795 (0.788, 0.788)","0.368 (0.351, 0.351)","0.031 (0.028, 0.028)",AlloSure
0.05,"0.673 (0.672, 0.672)","0.447 (0.436, 0.436)","0.767 (0.744, 0.744)","0.439 (0.428, 0.428)","0.034 (0.029, 0.029)",AlloSure
0.06,"0.673 (0.672, 0.672)","0.504 (0.501, 0.501)","0.708 (0.674, 0.674)","0.499 (0.497, 0.497)","0.035 (0.029, 0.029)",AlloSure
0.07,"0.673 (0.672, 0.672)","0.557 (0.557, 0.557)","0.683 (0.667, 0.667)","0.553 (0.552, 0.552)","0.038 (0.029, 0.029)",AlloSure
0.08,"0.673 (0.672, 0.672)","0.600 (0.597, 0.597)","0.634 (0.600, 0.600)","0.599 (0.596, 0.596)","0.039 (0.033, 0.033)",AlloSure
0.09,"0.673 (0.672, 0.672)","0.639 (0.632, 0.632)","0.609 (0.581, 0.581)","0.640 (0.633, 0.633)","0.041 (0.036, 0.036)",AlloSure
0.1,"0.673 (0.672, 0.672)","0.669 (0.659, 0.659)","0.579 (0.535, 0.535)","0.671 (0.662, 0.662)","0.043 (0.039, 0.039)",AlloSure
0.11,"0.673 (0.672, 0.672)","0.693 (0.687, 0.687)","0.574 (0.512, 0.512)","0.696 (0.691, 0.691)","0.046 (0.040, 0.040)",AlloSure
0.12,"0.673 (0.672, 0.672)","0.711 (0.705, 0.705)","0.565 (0.512, 0.512)","0.715 (0.708, 0.708)","0.048 (0.044, 0.044)",AlloSure
0.13,"0.673 (0.672, 0.672)","0.729 (0.724, 0.724)","0.556 (0.500, 0.500)","0.734 (0.728, 0.728)","0.051 (0.045, 0.045)",AlloSure
0.14,"0.673 (0.672, 0.672)","0.744 (0.736, 0.736)","0.522 (0.465, 0.465)","0.749 (0.742, 0.742)","0.051 (0.046, 0.046)",AlloSure
0.15,"0.673 (0.672, 0.672)","0.758 (0.748, 0.748)","0.513 (0.442, 0.442)","0.764 (0.756, 0.756)","0.053 (0.047, 0.047)",AlloSure
0.16,"0.673 (0.672, 0.672)","0.772 (0.762, 0.762)","0.504 (0.442, 0.442)","0.779 (0.770, 0.770)","0.055 (0.050, 0.050)",AlloSure
0.17,"0.673 (0.672, 0.672)","0.782 (0.772, 0.772)","0.479 (0.400, 0.400)","0.790 (0.781, 0.781)","0.055 (0.047, 0.047)",AlloSure
0.18,"0.673 (0.672, 0.672)","0.791 (0.782, 0.782)","0.460 (0.395, 0.395)","0.800 (0.793, 0.793)","0.055 (0.049, 0.049)",AlloSure
0.19,"0.673 (0.672, 0.672)","0.800 (0.790, 0.790)","0.451 (0.372, 0.372)","0.809 (0.801, 0.801)","0.057 (0.049, 0.049)",AlloSure
0.2,"0.673 (0.672, 0.672)","0.811 (0.800, 0.800)","0.447 (0.372, 0.372)","0.820 (0.813, 0.813)","0.060 (0.052, 0.052)",AlloSure
0.21,"0.673 (0.672, 0.672)","0.816 (0.808, 0.808)","0.405 (0.367, 0.367)","0.827 (0.821, 0.821)","0.056 (0.048, 0.048)",AlloSure
0.22,"0.673 (0.672, 0.672)","0.821 (0.813, 0.813)","0.387 (0.326, 0.326)","0.832 (0.826, 0.826)","0.056 (0.049, 0.049)",AlloSure
0.23,"0.673 (0.672, 0.672)","0.828 (0.818, 0.818)","0.382 (0.326, 0.326)","0.839 (0.831, 0.831)","0.057 (0.050, 0.050)",AlloSure
0.24,"0.673 (0.672, 0.672)","0.834 (0.824, 0.824)","0.373 (0.326, 0.326)","0.845 (0.838, 0.838)","0.058 (0.053, 0.053)",AlloSure
0.25,"0.673 (0.672, 0.672)","0.838 (0.829, 0.829)","0.369 (0.326, 0.326)","0.850 (0.843, 0.843)","0.059 (0.055, 0.055)",AlloSure
0.26,"0.673 (0.672, 0.672)","0.842 (0.834, 0.834)","0.364 (0.326, 0.326)","0.854 (0.848, 0.848)","0.060 (0.057, 0.057)",AlloSure
0.27,"0.673 (0.672, 0.672)","0.846 (0.837, 0.837)","0.353 (0.326, 0.326)","0.858 (0.851, 0.851)","0.060 (0.059, 0.059)",AlloSure
0.28,"0.673 (0.672, 0.672)","0.849 (0.839, 0.839)","0.353 (0.326, 0.326)","0.862 (0.854, 0.854)","0.061 (0.060, 0.060)",AlloSure
0.29,"0.673 (0.672, 0.672)","0.853 (0.843, 0.843)","0.344 (0.302, 0.302)","0.866 (0.858, 0.858)","0.062 (0.058, 0.058)",AlloSure
0.3,"0.673 (0.672, 0.672)","0.856 (0.845, 0.845)","0.335 (0.279, 0.279)","0.869 (0.860, 0.860)","0.061 (0.054, 0.054)",AlloSure
0.31,"0.673 (0.672, 0.672)","0.858 (0.848, 0.848)","0.335 (0.279, 0.279)","0.872 (0.864, 0.864)","0.063 (0.055, 0.055)",AlloSure
0.32,"0.673 (0.672, 0.672)","0.861 (0.853, 0.853)","0.330 (0.267, 0.267)","0.875 (0.869, 0.869)","0.063 (0.051, 0.051)",AlloSure
0.33,"0.673 (0.672, 0.672)","0.864 (0.857, 0.857)","0.326 (0.267, 0.267)","0.878 (0.873, 0.873)","0.064 (0.052, 0.052)",AlloSure
0.34,"0.673 (0.672, 0.672)","0.867 (0.859, 0.859)","0.319 (0.256, 0.256)","0.881 (0.875, 0.875)","0.064 (0.053, 0.053)",AlloSure
0.35000000000000003,"0.673 (0.672, 0.672)","0.869 (0.862, 0.862)","0.314 (0.256, 0.256)","0.883 (0.877, 0.877)","0.064 (0.054, 0.054)",AlloSure
0.36,"0.673 (0.672, 0.672)","0.871 (0.863, 0.863)","0.314 (0.256, 0.256)","0.886 (0.879, 0.879)","0.066 (0.055, 0.055)",AlloSure
0.37,"0.673 (0.672, 0.672)","0.874 (0.867, 0.867)","0.314 (0.256, 0.256)","0.888 (0.883, 0.883)","0.067 (0.055, 0.055)",AlloSure
0.38,"0.673 (0.672, 0.672)","0.875 (0.868, 0.868)","0.314 (0.256, 0.256)","0.889 (0.885, 0.885)","0.067 (0.056, 0.056)",AlloSure
0.39,"0.673 (0.672, 0.672)","0.878 (0.872, 0.872)","0.314 (0.256, 0.256)","0.892 (0.888, 0.888)","0.069 (0.058, 0.058)",AlloSure
0.4,"0.673 (0.672, 0.672)","0.879 (0.873, 0.873)","0.305 (0.233, 0.233)","0.894 (0.889, 0.889)","0.068 (0.053, 0.053)",AlloSure
0.41000000000000003,"0.673 (0.672, 0.672)","0.881 (0.875, 0.875)","0.305 (0.233, 0.233)","0.895 (0.892, 0.892)","0.070 (0.054, 0.054)",AlloSure
0.42,"0.673 (0.672, 0.672)","0.882 (0.877, 0.877)","0.305 (0.233, 0.233)","0.897 (0.893, 0.893)","0.070 (0.054, 0.054)",AlloSure
0.43,"0.673 (0.672, 0.672)","0.884 (0.879, 0.879)","0.305 (0.233, 0.233)","0.898 (0.895, 0.895)","0.071 (0.056, 0.056)",AlloSure
0.44,"0.673 (0.672, 0.672)","0.886 (0.881, 0.881)","0.300 (0.233, 0.233)","0.900 (0.898, 0.898)","0.072 (0.056, 0.056)",AlloSure
0.45,"0.673 (0.672, 0.672)","0.887 (0.882, 0.882)","0.278 (0.233, 0.233)","0.902 (0.899, 0.899)","0.069 (0.059, 0.059)",AlloSure
0.46,"0.673 (0.672, 0.672)","0.889 (0.883, 0.883)","0.278 (0.233, 0.233)","0.904 (0.900, 0.900)","0.070 (0.060, 0.060)",AlloSure
0.47000000000000003,"0.673 (0.672, 0.672)","0.891 (0.885, 0.885)","0.273 (0.233, 0.233)","0.906 (0.902, 0.902)","0.070 (0.061, 0.061)",AlloSure
0.48,"0.673 (0.672, 0.672)","0.892 (0.888, 0.888)","0.273 (0.233, 0.233)","0.908 (0.905, 0.905)","0.071 (0.062, 0.062)",AlloSure
0.49,"0.673 (0.672, 0.672)","0.894 (0.890, 0.890)","0.269 (0.233, 0.233)","0.909 (0.907, 0.907)","0.071 (0.062, 0.062)",AlloSure
0.5,"0.673 (0.672, 0.672)","0.895 (0.891, 0.891)","0.269 (0.233, 0.233)","0.911 (0.908, 0.908)","0.072 (0.063, 0.063)",AlloSure
0.51,"0.673 (0.672, 0.672)","0.896 (0.892, 0.892)","0.259 (0.220, 0.220)","0.912 (0.910, 0.910)","0.071 (0.063, 0.063)",AlloSure
0.52,"0.673 (0.672, 0.672)","0.898 (0.894, 0.894)","0.254 (0.195, 0.195)","0.914 (0.911, 0.911)","0.070 (0.065, 0.065)",AlloSure
0.53,"0.673 (0.672, 0.672)","0.899 (0.897, 0.897)","0.240 (0.171, 0.171)","0.916 (0.914, 0.914)","0.068 (0.060, 0.060)",AlloSure
0.54,"0.673 (0.672, 0.672)","0.901 (0.897, 0.897)","0.235 (0.171, 0.171)","0.918 (0.915, 0.915)","0.068 (0.060, 0.060)",AlloSure
0.55,"0.673 (0.672, 0.672)","0.903 (0.898, 0.898)","0.231 (0.171, 0.171)","0.920 (0.916, 0.916)","0.069 (0.062, 0.062)",AlloSure
0.56,"0.673 (0.672, 0.672)","0.904 (0.900, 0.900)","0.231 (0.171, 0.171)","0.921 (0.918, 0.918)","0.070 (0.063, 0.063)",AlloSure
0.5700000000000001,"0.673 (0.672, 0.672)","0.906 (0.901, 0.901)","0.231 (0.171, 0.171)","0.923 (0.919, 0.919)","0.071 (0.065, 0.065)",AlloSure
0.58,"0.673 (0.672, 0.672)","0.907 (0.903, 0.903)","0.231 (0.171, 0.171)","0.924 (0.921, 0.921)","0.072 (0.065, 0.065)",AlloSure
0.59,"0.673 (0.672, 0.672)","0.908 (0.903, 0.903)","0.227 (0.171, 0.171)","0.925 (0.921, 0.921)","0.072 (0.066, 0.066)",AlloSure
0.6,"0.673 (0.672, 0.672)","0.909 (0.904, 0.904)","0.218 (0.171, 0.171)","0.926 (0.923, 0.923)","0.071 (0.067, 0.067)",AlloSure
0.61,"0.673 (0.672, 0.672)","0.910 (0.904, 0.904)","0.218 (0.171, 0.171)","0.927 (0.923, 0.923)","0.072 (0.068, 0.068)",AlloSure
