Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.16,"0.701 (0.689, 0.689)","0.974 (0.971, 0.971)","0.101 (0.106, 0.106)","0.993 (0.992, 0.992)","0.253 (0.192, 0.192)",Model
0.17,"0.701 (0.689, 0.689)","0.974 (0.973, 0.973)","0.093 (0.106, 0.106)","0.994 (0.994, 0.994)","0.265 (0.208, 0.208)",Model
0.18,"0.701 (0.689, 0.689)","0.975 (0.973, 0.973)","0.077 (0.075, 0.075)","0.995 (0.994, 0.994)","0.255 (0.200, 0.200)",Model
0.19,"0.701 (0.689, 0.689)","0.975 (0.973, 0.973)","0.070 (0.060, 0.060)","0.995 (0.995, 0.995)","0.267 (0.211, 0.211)",Model
0.2,"0.701 (0.689, 0.689)","0.976 (0.974, 0.974)","0.070 (0.060, 0.060)","0.996 (0.995, 0.995)","0.292 (0.250, 0.250)",Model
0.21,"0.701 (0.689, 0.689)","0.976 (0.974, 0.974)","0.055 (0.053, 0.053)","0.997 (0.996, 0.996)","0.290 (0.250, 0.250)",Model
0.22,"0.701 (0.689, 0.689)","0.976 (0.974, 0.974)","0.051 (0.053, 0.053)","0.997 (0.997, 0.997)","0.292 (0.250, 0.250)",Model
0.23,"0.701 (0.689, 0.689)","0.976 (0.974, 0.974)","0.044 (0.045, 0.045)","0.997 (0.997, 0.997)","0.281 (0.273, 0.273)",Model
0.24,"0.701 (0.689, 0.689)","0.976 (0.974, 0.974)","0.041 (0.030, 0.030)","0.997 (0.997, 0.997)","0.270 (0.250, 0.250)",Model
0.25,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.037 (0.030, 0.030)","0.998 (0.997, 0.997)","0.281 (0.286, 0.286)",Model
0.26,"0.701 (0.689, 0.689)","0.977 (0.974, 0.974)","0.033 (0.030, 0.030)","0.998 (0.998, 0.998)","0.283 (0.250, 0.250)",Model
0.27,"0.701 (0.689, 0.689)","0.977 (0.974, 0.974)","0.030 (0.015, 0.015)","0.998 (0.998, 0.998)","0.270 (0.200, 0.200)",Model
0.28,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.026 (0.015, 0.015)","0.999 (0.998, 0.998)","0.297 (0.200, 0.200)",Model
0.29,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.022 (0.015, 0.015)","0.999 (0.998, 0.998)","0.264 (0.200, 0.200)",Model
0.3,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.022 (0.015, 0.015)","0.999 (0.999, 0.999)","0.274 (0.250, 0.250)",Model
0.31,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.019 (0.000, 0.000)","0.999 (0.999, 0.999)","0.224 (0.000, 0.000)",Model
0.32,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.019 (0.000, 0.000)","0.999 (0.999, 0.999)","0.233 (0.000, 0.000)",Model
0.33,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.019 (0.000, 0.000)","0.999 (0.999, 0.999)","0.233 (0.000, 0.000)",Model
0.34,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.019 (0.000, 0.000)","0.999 (0.999, 0.999)","0.233 (0.000, 0.000)",Model
0.35000000000000003,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.016 (0.000, 0.000)","0.999 (0.999, 0.999)","0.167 (0.000, 0.000)",Model
0.36,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.016 (0.000, 0.000)","0.999 (0.999, 0.999)","0.200 (0.000, 0.000)",Model
0.37,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.012 (0.000, 0.000)","0.999 (0.999, 0.999)","0.183 (0.000, 0.000)",Model
0.38,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.150 (0.000, 0.000)",Model
0.39,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.050 (0.000, 0.000)",Model
0.4,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.050 (0.000, 0.000)",Model
0.41000000000000003,"0.701 (0.689, 0.689)","0.977 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.050 (0.000, 0.000)",Model
0.42,"0.701 (0.689, 0.689)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.43,"0.701 (0.689, 0.689)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.44,"0.701 (0.689, 0.689)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.45,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.067 (0.000, 0.000)",Model
0.46,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.067 (0.000, 0.000)",Model
0.47000000000000003,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.067 (0.000, 0.000)",Model
0.48,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.49,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.5,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.51,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.52,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.53,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.54,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.55,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.56,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.5700000000000001,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.58,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.59,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.6,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.61,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.62,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.63,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.64,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.65,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.66,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.67,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.68,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.6900000000000001,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.7000000000000001,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.71,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.72,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.73,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.74,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.75,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.76,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.77,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.78,"0.701 (0.689, 0.689)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Model
0.79,"0.701 (0.689, 0.689)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Model
0.8,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.701 (0.689, 0.689)","0.978 (0.976, 0.976)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.668 (0.635, 0.635)","0.064 (0.061, 0.061)","0.976 (0.977, 0.977)","0.043 (0.041, 0.041)","0.023 (0.019, 0.019)",AlloSure
0.01,"0.668 (0.635, 0.635)","0.128 (0.123, 0.123)","0.948 (0.955, 0.955)","0.110 (0.106, 0.106)","0.024 (0.021, 0.021)",AlloSure
0.02,"0.668 (0.635, 0.635)","0.212 (0.208, 0.208)","0.919 (0.910, 0.910)","0.196 (0.195, 0.195)","0.025 (0.022, 0.022)",AlloSure
0.03,"0.668 (0.635, 0.635)","0.302 (0.297, 0.297)","0.887 (0.894, 0.894)","0.289 (0.285, 0.285)","0.028 (0.024, 0.024)",AlloSure
0.04,"0.668 (0.635, 0.635)","0.382 (0.381, 0.381)","0.788 (0.766, 0.766)","0.372 (0.373, 0.373)","0.028 (0.024, 0.024)",AlloSure
0.05,"0.668 (0.635, 0.635)","0.454 (0.447, 0.447)","0.755 (0.725, 0.725)","0.447 (0.441, 0.441)","0.030 (0.025, 0.025)",AlloSure
0.06,"0.668 (0.635, 0.635)","0.515 (0.506, 0.506)","0.698 (0.667, 0.667)","0.510 (0.502, 0.502)","0.032 (0.026, 0.026)",AlloSure
0.07,"0.668 (0.635, 0.635)","0.564 (0.552, 0.552)","0.674 (0.636, 0.636)","0.561 (0.550, 0.550)","0.034 (0.028, 0.028)",AlloSure
0.08,"0.668 (0.635, 0.635)","0.607 (0.594, 0.594)","0.621 (0.608, 0.608)","0.606 (0.594, 0.594)","0.035 (0.029, 0.029)",AlloSure
0.09,"0.668 (0.635, 0.635)","0.644 (0.635, 0.635)","0.597 (0.588, 0.588)","0.645 (0.636, 0.636)","0.037 (0.031, 0.031)",AlloSure
0.1,"0.668 (0.635, 0.635)","0.674 (0.663, 0.663)","0.574 (0.568, 0.568)","0.676 (0.665, 0.665)","0.039 (0.033, 0.033)",AlloSure
0.11,"0.668 (0.635, 0.635)","0.698 (0.689, 0.689)","0.562 (0.568, 0.568)","0.701 (0.693, 0.693)","0.041 (0.036, 0.036)",AlloSure
0.12,"0.668 (0.635, 0.635)","0.717 (0.709, 0.709)","0.551 (0.549, 0.549)","0.721 (0.714, 0.714)","0.043 (0.039, 0.039)",AlloSure
0.13,"0.668 (0.635, 0.635)","0.735 (0.729, 0.729)","0.543 (0.545, 0.545)","0.739 (0.735, 0.735)","0.046 (0.039, 0.039)",AlloSure
0.14,"0.668 (0.635, 0.635)","0.749 (0.743, 0.743)","0.515 (0.490, 0.490)","0.754 (0.749, 0.749)","0.046 (0.038, 0.038)",AlloSure
0.15,"0.668 (0.635, 0.635)","0.763 (0.757, 0.757)","0.503 (0.471, 0.471)","0.769 (0.764, 0.764)","0.048 (0.039, 0.039)",AlloSure
0.16,"0.668 (0.635, 0.635)","0.776 (0.772, 0.772)","0.496 (0.471, 0.471)","0.782 (0.779, 0.779)","0.050 (0.042, 0.042)",AlloSure
0.17,"0.668 (0.635, 0.635)","0.786 (0.784, 0.784)","0.478 (0.432, 0.432)","0.792 (0.791, 0.791)","0.050 (0.040, 0.040)",AlloSure
0.18,"0.668 (0.635, 0.635)","0.795 (0.792, 0.792)","0.453 (0.432, 0.432)","0.803 (0.800, 0.800)","0.050 (0.042, 0.042)",AlloSure
0.19,"0.668 (0.635, 0.635)","0.804 (0.803, 0.803)","0.445 (0.432, 0.432)","0.812 (0.812, 0.812)","0.052 (0.043, 0.043)",AlloSure
0.2,"0.668 (0.635, 0.635)","0.813 (0.814, 0.814)","0.440 (0.409, 0.409)","0.822 (0.823, 0.823)","0.054 (0.043, 0.043)",AlloSure
0.21,"0.668 (0.635, 0.635)","0.820 (0.820, 0.820)","0.407 (0.386, 0.386)","0.829 (0.829, 0.829)","0.052 (0.042, 0.042)",AlloSure
0.22,"0.668 (0.635, 0.635)","0.825 (0.825, 0.825)","0.383 (0.341, 0.341)","0.835 (0.836, 0.836)","0.051 (0.038, 0.038)",AlloSure
0.23,"0.668 (0.635, 0.635)","0.832 (0.831, 0.831)","0.376 (0.341, 0.341)","0.842 (0.843, 0.843)","0.052 (0.040, 0.040)",AlloSure
0.24,"0.668 (0.635, 0.635)","0.837 (0.839, 0.839)","0.363 (0.295, 0.295)","0.848 (0.850, 0.850)","0.052 (0.037, 0.037)",AlloSure
0.25,"0.668 (0.635, 0.635)","0.841 (0.843, 0.843)","0.359 (0.277, 0.277)","0.852 (0.854, 0.854)","0.053 (0.036, 0.036)",AlloSure
0.26,"0.668 (0.635, 0.635)","0.846 (0.845, 0.845)","0.350 (0.255, 0.255)","0.857 (0.856, 0.856)","0.054 (0.034, 0.034)",AlloSure
0.27,"0.668 (0.635, 0.635)","0.850 (0.850, 0.850)","0.339 (0.250, 0.250)","0.861 (0.862, 0.862)","0.054 (0.034, 0.034)",AlloSure
0.28,"0.668 (0.635, 0.635)","0.854 (0.854, 0.854)","0.332 (0.250, 0.250)","0.865 (0.866, 0.866)","0.054 (0.036, 0.036)",AlloSure
0.29,"0.668 (0.635, 0.635)","0.857 (0.856, 0.856)","0.324 (0.250, 0.250)","0.869 (0.869, 0.869)","0.054 (0.037, 0.037)",AlloSure
0.3,"0.668 (0.635, 0.635)","0.859 (0.858, 0.858)","0.314 (0.250, 0.250)","0.872 (0.872, 0.872)","0.054 (0.038, 0.038)",AlloSure
0.31,"0.668 (0.635, 0.635)","0.862 (0.860, 0.860)","0.314 (0.250, 0.250)","0.875 (0.873, 0.873)","0.055 (0.038, 0.038)",AlloSure
0.32,"0.668 (0.635, 0.635)","0.865 (0.863, 0.863)","0.310 (0.250, 0.250)","0.877 (0.876, 0.876)","0.056 (0.039, 0.039)",AlloSure
0.33,"0.668 (0.635, 0.635)","0.868 (0.866, 0.866)","0.307 (0.250, 0.250)","0.881 (0.879, 0.879)","0.057 (0.040, 0.040)",AlloSure
0.34,"0.668 (0.635, 0.635)","0.871 (0.869, 0.869)","0.303 (0.250, 0.250)","0.884 (0.883, 0.883)","0.058 (0.041, 0.041)",AlloSure
0.35000000000000003,"0.668 (0.635, 0.635)","0.873 (0.873, 0.873)","0.297 (0.250, 0.250)","0.886 (0.887, 0.887)","0.058 (0.042, 0.042)",AlloSure
0.36,"0.668 (0.635, 0.635)","0.876 (0.875, 0.875)","0.294 (0.250, 0.250)","0.890 (0.888, 0.888)","0.058 (0.043, 0.043)",AlloSure
0.37,"0.668 (0.635, 0.635)","0.879 (0.878, 0.878)","0.294 (0.250, 0.250)","0.892 (0.891, 0.891)","0.060 (0.044, 0.044)",AlloSure
0.38,"0.668 (0.635, 0.635)","0.881 (0.879, 0.879)","0.294 (0.250, 0.250)","0.894 (0.892, 0.892)","0.061 (0.046, 0.046)",AlloSure
0.39,"0.668 (0.635, 0.635)","0.883 (0.881, 0.881)","0.294 (0.250, 0.250)","0.897 (0.895, 0.895)","0.062 (0.047, 0.047)",AlloSure
0.4,"0.668 (0.635, 0.635)","0.885 (0.881, 0.881)","0.286 (0.250, 0.250)","0.898 (0.897, 0.897)","0.061 (0.048, 0.048)",AlloSure
0.41000000000000003,"0.668 (0.635, 0.635)","0.886 (0.883, 0.883)","0.286 (0.250, 0.250)","0.900 (0.898, 0.898)","0.062 (0.049, 0.049)",AlloSure
0.42,"0.668 (0.635, 0.635)","0.888 (0.884, 0.884)","0.286 (0.250, 0.250)","0.901 (0.900, 0.900)","0.063 (0.050, 0.050)",AlloSure
0.43,"0.668 (0.635, 0.635)","0.890 (0.885, 0.885)","0.286 (0.250, 0.250)","0.903 (0.901, 0.901)","0.064 (0.051, 0.051)",AlloSure
0.44,"0.668 (0.635, 0.635)","0.891 (0.888, 0.888)","0.283 (0.250, 0.250)","0.905 (0.904, 0.904)","0.064 (0.052, 0.052)",AlloSure
0.45,"0.668 (0.635, 0.635)","0.893 (0.889, 0.889)","0.263 (0.227, 0.227)","0.907 (0.905, 0.905)","0.062 (0.049, 0.049)",AlloSure
0.46,"0.668 (0.635, 0.635)","0.894 (0.890, 0.890)","0.263 (0.227, 0.227)","0.909 (0.907, 0.907)","0.063 (0.051, 0.051)",AlloSure
0.47000000000000003,"0.668 (0.635, 0.635)","0.897 (0.892, 0.892)","0.260 (0.227, 0.227)","0.911 (0.909, 0.909)","0.063 (0.053, 0.053)",AlloSure
0.48,"0.668 (0.635, 0.635)","0.898 (0.894, 0.894)","0.260 (0.227, 0.227)","0.913 (0.910, 0.910)","0.065 (0.054, 0.054)",AlloSure
0.49,"0.668 (0.635, 0.635)","0.899 (0.895, 0.895)","0.256 (0.227, 0.227)","0.914 (0.911, 0.911)","0.065 (0.054, 0.054)",AlloSure
0.5,"0.668 (0.635, 0.635)","0.901 (0.896, 0.896)","0.256 (0.227, 0.227)","0.915 (0.912, 0.912)","0.066 (0.055, 0.055)",AlloSure
0.51,"0.668 (0.635, 0.635)","0.902 (0.896, 0.896)","0.250 (0.227, 0.227)","0.917 (0.913, 0.913)","0.065 (0.055, 0.055)",AlloSure
0.52,"0.668 (0.635, 0.635)","0.903 (0.898, 0.898)","0.246 (0.227, 0.227)","0.918 (0.915, 0.915)","0.065 (0.056, 0.056)",AlloSure
0.53,"0.668 (0.635, 0.635)","0.905 (0.899, 0.899)","0.235 (0.227, 0.227)","0.920 (0.916, 0.916)","0.064 (0.055, 0.055)",AlloSure
0.54,"0.668 (0.635, 0.635)","0.906 (0.900, 0.900)","0.232 (0.227, 0.227)","0.922 (0.918, 0.918)","0.064 (0.056, 0.056)",AlloSure
0.55,"0.668 (0.635, 0.635)","0.908 (0.903, 0.903)","0.227 (0.205, 0.205)","0.923 (0.920, 0.920)","0.064 (0.055, 0.055)",AlloSure
0.56,"0.668 (0.635, 0.635)","0.909 (0.903, 0.903)","0.227 (0.205, 0.205)","0.925 (0.920, 0.920)","0.065 (0.057, 0.057)",AlloSure
0.5700000000000001,"0.668 (0.635, 0.635)","0.911 (0.904, 0.904)","0.227 (0.205, 0.205)","0.926 (0.921, 0.921)","0.066 (0.058, 0.058)",AlloSure
0.58,"0.668 (0.635, 0.635)","0.912 (0.905, 0.905)","0.227 (0.205, 0.205)","0.927 (0.921, 0.921)","0.067 (0.058, 0.058)",AlloSure
0.59,"0.668 (0.635, 0.635)","0.913 (0.906, 0.906)","0.224 (0.205, 0.205)","0.928 (0.922, 0.922)","0.067 (0.060, 0.060)",AlloSure
0.6,"0.668 (0.635, 0.635)","0.914 (0.908, 0.908)","0.218 (0.205, 0.205)","0.929 (0.923, 0.923)","0.066 (0.061, 0.061)",AlloSure
0.61,"0.668 (0.635, 0.635)","0.915 (0.909, 0.909)","0.218 (0.205, 0.205)","0.930 (0.924, 0.924)","0.067 (0.061, 0.061)",AlloSure
