Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.54,"0.708 (0.701, 0.701)","0.979 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Model
0.55,"0.708 (0.701, 0.701)","0.979 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Model
0.56,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5700000000000001,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.58,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.59,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.61,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.62,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.63,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.64,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.65,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.66,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.67,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.68,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6900000000000001,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.7000000000000001,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.71,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.72,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.708 (0.701, 0.701)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.663 (0.654, 0.654)","0.065 (0.058, 0.058)","0.978 (0.962, 0.962)","0.045 (0.037, 0.037)","0.022 (0.022, 0.022)",AlloSure
0.01,"0.663 (0.654, 0.654)","0.133 (0.127, 0.127)","0.934 (0.929, 0.929)","0.115 (0.109, 0.109)","0.023 (0.022, 0.022)",AlloSure
0.02,"0.663 (0.654, 0.654)","0.218 (0.211, 0.211)","0.903 (0.883, 0.883)","0.203 (0.194, 0.194)","0.024 (0.023, 0.023)",AlloSure
0.03,"0.663 (0.654, 0.654)","0.309 (0.299, 0.299)","0.871 (0.840, 0.840)","0.297 (0.284, 0.284)","0.027 (0.025, 0.025)",AlloSure
0.04,"0.663 (0.654, 0.654)","0.390 (0.378, 0.378)","0.770 (0.738, 0.738)","0.382 (0.369, 0.369)","0.027 (0.025, 0.025)",AlloSure
0.05,"0.663 (0.654, 0.654)","0.464 (0.455, 0.455)","0.737 (0.694, 0.694)","0.458 (0.447, 0.447)","0.029 (0.028, 0.028)",AlloSure
0.06,"0.663 (0.654, 0.654)","0.526 (0.510, 0.510)","0.678 (0.660, 0.660)","0.523 (0.507, 0.507)","0.031 (0.029, 0.029)",AlloSure
0.07,"0.663 (0.654, 0.654)","0.576 (0.564, 0.564)","0.655 (0.642, 0.642)","0.575 (0.562, 0.562)","0.033 (0.032, 0.032)",AlloSure
0.08,"0.663 (0.654, 0.654)","0.620 (0.608, 0.608)","0.597 (0.585, 0.585)","0.620 (0.609, 0.609)","0.034 (0.033, 0.033)",AlloSure
0.09,"0.663 (0.654, 0.654)","0.657 (0.633, 0.633)","0.572 (0.551, 0.551)","0.659 (0.634, 0.634)","0.036 (0.032, 0.032)",AlloSure
0.1,"0.663 (0.654, 0.654)","0.688 (0.665, 0.665)","0.547 (0.510, 0.510)","0.691 (0.667, 0.667)","0.038 (0.036, 0.036)",AlloSure
0.11,"0.663 (0.654, 0.654)","0.712 (0.691, 0.691)","0.543 (0.510, 0.510)","0.716 (0.694, 0.694)","0.041 (0.039, 0.039)",AlloSure
0.12,"0.663 (0.654, 0.654)","0.731 (0.707, 0.707)","0.531 (0.510, 0.510)","0.736 (0.711, 0.711)","0.043 (0.039, 0.039)",AlloSure
0.13,"0.663 (0.654, 0.654)","0.748 (0.726, 0.726)","0.524 (0.510, 0.510)","0.753 (0.731, 0.731)","0.046 (0.040, 0.040)",AlloSure
0.14,"0.663 (0.654, 0.654)","0.763 (0.738, 0.738)","0.496 (0.469, 0.469)","0.769 (0.744, 0.744)","0.046 (0.039, 0.039)",AlloSure
0.15,"0.663 (0.654, 0.654)","0.777 (0.758, 0.758)","0.485 (0.452, 0.452)","0.783 (0.764, 0.764)","0.048 (0.043, 0.043)",AlloSure
0.16,"0.663 (0.654, 0.654)","0.790 (0.769, 0.769)","0.477 (0.452, 0.452)","0.797 (0.775, 0.775)","0.050 (0.045, 0.045)",AlloSure
0.17,"0.663 (0.654, 0.654)","0.799 (0.779, 0.779)","0.458 (0.429, 0.429)","0.807 (0.786, 0.786)","0.051 (0.045, 0.045)",AlloSure
0.18,"0.663 (0.654, 0.654)","0.809 (0.789, 0.789)","0.431 (0.405, 0.405)","0.817 (0.797, 0.797)","0.050 (0.045, 0.045)",AlloSure
0.19,"0.663 (0.654, 0.654)","0.818 (0.801, 0.801)","0.423 (0.405, 0.405)","0.827 (0.809, 0.809)","0.052 (0.048, 0.048)",AlloSure
0.2,"0.663 (0.654, 0.654)","0.827 (0.813, 0.813)","0.420 (0.405, 0.405)","0.836 (0.821, 0.821)","0.054 (0.051, 0.051)",AlloSure
0.21,"0.663 (0.654, 0.654)","0.833 (0.819, 0.819)","0.389 (0.381, 0.381)","0.843 (0.828, 0.828)","0.053 (0.051, 0.051)",AlloSure
0.22,"0.663 (0.654, 0.654)","0.838 (0.825, 0.825)","0.365 (0.381, 0.381)","0.849 (0.834, 0.834)","0.051 (0.045, 0.045)",AlloSure
0.23,"0.663 (0.654, 0.654)","0.845 (0.832, 0.832)","0.357 (0.360, 0.360)","0.856 (0.843, 0.843)","0.052 (0.047, 0.047)",AlloSure
0.24,"0.663 (0.654, 0.654)","0.850 (0.837, 0.837)","0.352 (0.357, 0.357)","0.861 (0.848, 0.848)","0.054 (0.049, 0.049)",AlloSure
0.25,"0.663 (0.654, 0.654)","0.854 (0.839, 0.839)","0.348 (0.340, 0.340)","0.865 (0.850, 0.850)","0.055 (0.047, 0.047)",AlloSure
0.26,"0.663 (0.654, 0.654)","0.858 (0.844, 0.844)","0.340 (0.320, 0.320)","0.870 (0.856, 0.856)","0.056 (0.046, 0.046)",AlloSure
0.27,"0.663 (0.654, 0.654)","0.862 (0.847, 0.847)","0.329 (0.320, 0.320)","0.874 (0.858, 0.858)","0.056 (0.047, 0.047)",AlloSure
0.28,"0.663 (0.654, 0.654)","0.865 (0.852, 0.852)","0.321 (0.320, 0.320)","0.877 (0.863, 0.863)","0.056 (0.049, 0.049)",AlloSure
0.29,"0.663 (0.654, 0.654)","0.868 (0.855, 0.855)","0.312 (0.300, 0.300)","0.880 (0.867, 0.867)","0.056 (0.047, 0.047)",AlloSure
0.3,"0.663 (0.654, 0.654)","0.870 (0.857, 0.857)","0.300 (0.286, 0.286)","0.883 (0.869, 0.869)","0.055 (0.048, 0.048)",AlloSure
0.31,"0.663 (0.654, 0.654)","0.873 (0.862, 0.862)","0.300 (0.286, 0.286)","0.886 (0.875, 0.875)","0.057 (0.050, 0.050)",AlloSure
0.32,"0.663 (0.654, 0.654)","0.876 (0.864, 0.864)","0.297 (0.286, 0.286)","0.889 (0.877, 0.877)","0.057 (0.051, 0.051)",AlloSure
0.33,"0.663 (0.654, 0.654)","0.879 (0.869, 0.869)","0.293 (0.286, 0.286)","0.892 (0.882, 0.882)","0.058 (0.053, 0.053)",AlloSure
0.34,"0.663 (0.654, 0.654)","0.882 (0.872, 0.872)","0.289 (0.286, 0.286)","0.895 (0.885, 0.885)","0.058 (0.050, 0.050)",AlloSure
0.35000000000000003,"0.663 (0.654, 0.654)","0.884 (0.875, 0.875)","0.281 (0.280, 0.280)","0.897 (0.888, 0.888)","0.058 (0.051, 0.051)",AlloSure
0.36,"0.663 (0.654, 0.654)","0.886 (0.878, 0.878)","0.277 (0.280, 0.280)","0.900 (0.891, 0.891)","0.059 (0.048, 0.048)",AlloSure
0.37,"0.663 (0.654, 0.654)","0.889 (0.880, 0.880)","0.277 (0.280, 0.280)","0.902 (0.893, 0.893)","0.060 (0.049, 0.049)",AlloSure
0.38,"0.663 (0.654, 0.654)","0.890 (0.881, 0.881)","0.277 (0.280, 0.280)","0.904 (0.894, 0.894)","0.061 (0.051, 0.051)",AlloSure
0.39,"0.663 (0.654, 0.654)","0.893 (0.884, 0.884)","0.277 (0.280, 0.280)","0.906 (0.897, 0.897)","0.063 (0.053, 0.053)",AlloSure
0.4,"0.663 (0.654, 0.654)","0.894 (0.887, 0.887)","0.273 (0.262, 0.262)","0.908 (0.900, 0.900)","0.063 (0.053, 0.053)",AlloSure
0.41000000000000003,"0.663 (0.654, 0.654)","0.896 (0.888, 0.888)","0.273 (0.262, 0.262)","0.909 (0.902, 0.902)","0.064 (0.054, 0.054)",AlloSure
0.42,"0.663 (0.654, 0.654)","0.898 (0.890, 0.890)","0.273 (0.262, 0.262)","0.911 (0.904, 0.904)","0.065 (0.055, 0.055)",AlloSure
0.43,"0.663 (0.654, 0.654)","0.899 (0.892, 0.892)","0.273 (0.262, 0.262)","0.913 (0.906, 0.906)","0.066 (0.056, 0.056)",AlloSure
0.44,"0.663 (0.654, 0.654)","0.901 (0.894, 0.894)","0.269 (0.262, 0.262)","0.915 (0.907, 0.907)","0.067 (0.058, 0.058)",AlloSure
0.45,"0.663 (0.654, 0.654)","0.902 (0.895, 0.895)","0.252 (0.250, 0.250)","0.916 (0.908, 0.908)","0.063 (0.059, 0.059)",AlloSure
0.46,"0.663 (0.654, 0.654)","0.903 (0.896, 0.896)","0.252 (0.250, 0.250)","0.918 (0.910, 0.910)","0.065 (0.060, 0.060)",AlloSure
0.47000000000000003,"0.663 (0.654, 0.654)","0.906 (0.898, 0.898)","0.247 (0.238, 0.238)","0.920 (0.911, 0.911)","0.066 (0.062, 0.062)",AlloSure
0.48,"0.663 (0.654, 0.654)","0.907 (0.899, 0.899)","0.247 (0.238, 0.238)","0.922 (0.913, 0.913)","0.067 (0.064, 0.064)",AlloSure
0.49,"0.663 (0.654, 0.654)","0.908 (0.901, 0.901)","0.244 (0.233, 0.233)","0.923 (0.915, 0.915)","0.067 (0.065, 0.065)",AlloSure
0.5,"0.663 (0.654, 0.654)","0.910 (0.901, 0.901)","0.244 (0.233, 0.233)","0.924 (0.915, 0.915)","0.068 (0.067, 0.067)",AlloSure
0.51,"0.663 (0.654, 0.654)","0.911 (0.903, 0.903)","0.237 (0.217, 0.217)","0.926 (0.917, 0.917)","0.067 (0.067, 0.067)",AlloSure
0.52,"0.663 (0.654, 0.654)","0.912 (0.904, 0.904)","0.233 (0.217, 0.217)","0.927 (0.918, 0.918)","0.068 (0.065, 0.065)",AlloSure
0.53,"0.663 (0.654, 0.654)","0.914 (0.906, 0.906)","0.221 (0.217, 0.217)","0.929 (0.921, 0.921)","0.066 (0.058, 0.058)",AlloSure
0.54,"0.663 (0.654, 0.654)","0.915 (0.907, 0.907)","0.217 (0.200, 0.200)","0.930 (0.923, 0.923)","0.066 (0.054, 0.054)",AlloSure
0.55,"0.663 (0.654, 0.654)","0.916 (0.909, 0.909)","0.213 (0.200, 0.200)","0.932 (0.924, 0.924)","0.066 (0.055, 0.055)",AlloSure
0.56,"0.663 (0.654, 0.654)","0.917 (0.911, 0.911)","0.213 (0.200, 0.200)","0.933 (0.927, 0.927)","0.067 (0.056, 0.056)",AlloSure
0.5700000000000001,"0.663 (0.654, 0.654)","0.919 (0.913, 0.913)","0.213 (0.200, 0.200)","0.934 (0.929, 0.929)","0.068 (0.058, 0.058)",AlloSure
0.58,"0.663 (0.654, 0.654)","0.920 (0.913, 0.913)","0.213 (0.200, 0.200)","0.935 (0.929, 0.929)","0.069 (0.058, 0.058)",AlloSure
0.59,"0.663 (0.654, 0.654)","0.920 (0.915, 0.915)","0.209 (0.180, 0.180)","0.936 (0.931, 0.931)","0.069 (0.054, 0.054)",AlloSure
0.6,"0.663 (0.654, 0.654)","0.921 (0.915, 0.915)","0.204 (0.180, 0.180)","0.937 (0.931, 0.931)","0.069 (0.054, 0.054)",AlloSure
0.61,"0.663 (0.654, 0.654)","0.922 (0.916, 0.916)","0.204 (0.180, 0.180)","0.938 (0.932, 0.932)","0.070 (0.055, 0.055)",AlloSure
