Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.6,"0.813 (0.808, 0.808)","0.971 (0.969, 0.969)","0.201 (0.159, 0.159)","0.996 (0.994, 0.994)","0.616 (0.564, 0.564)",Model
0.61,"0.813 (0.808, 0.808)","0.972 (0.969, 0.969)","0.198 (0.154, 0.154)","0.996 (0.995, 0.995)","0.627 (0.586, 0.586)",Model
0.62,"0.813 (0.808, 0.808)","0.972 (0.969, 0.969)","0.192 (0.150, 0.150)","0.996 (0.995, 0.995)","0.624 (0.587, 0.587)",Model
0.63,"0.813 (0.808, 0.808)","0.972 (0.969, 0.969)","0.190 (0.146, 0.146)","0.996 (0.995, 0.995)","0.628 (0.586, 0.586)",Model
0.64,"0.813 (0.808, 0.808)","0.972 (0.969, 0.969)","0.177 (0.130, 0.130)","0.997 (0.995, 0.995)","0.636 (0.586, 0.586)",Model
0.65,"0.813 (0.808, 0.808)","0.972 (0.969, 0.969)","0.172 (0.126, 0.126)","0.997 (0.996, 0.996)","0.642 (0.594, 0.594)",Model
0.66,"0.813 (0.808, 0.808)","0.972 (0.969, 0.969)","0.164 (0.115, 0.115)","0.997 (0.996, 0.996)","0.636 (0.590, 0.590)",Model
0.67,"0.813 (0.808, 0.808)","0.972 (0.969, 0.969)","0.159 (0.115, 0.115)","0.997 (0.996, 0.996)","0.648 (0.596, 0.596)",Model
0.68,"0.813 (0.808, 0.808)","0.972 (0.969, 0.969)","0.159 (0.115, 0.115)","0.997 (0.996, 0.996)","0.662 (0.610, 0.610)",Model
0.6900000000000001,"0.813 (0.808, 0.808)","0.971 (0.969, 0.969)","0.152 (0.115, 0.115)","0.997 (0.996, 0.996)","0.656 (0.601, 0.601)",Model
0.7000000000000001,"0.813 (0.808, 0.808)","0.972 (0.970, 0.970)","0.146 (0.106, 0.106)","0.998 (0.997, 0.997)","0.666 (0.633, 0.633)",Model
0.71,"0.813 (0.808, 0.808)","0.972 (0.970, 0.970)","0.146 (0.106, 0.106)","0.998 (0.997, 0.997)","0.702 (0.661, 0.661)",Model
0.72,"0.813 (0.808, 0.808)","0.972 (0.970, 0.970)","0.143 (0.102, 0.102)","0.998 (0.998, 0.998)","0.712 (0.675, 0.675)",Model
0.73,"0.813 (0.808, 0.808)","0.972 (0.970, 0.970)","0.138 (0.098, 0.098)","0.999 (0.998, 0.998)","0.742 (0.711, 0.711)",Model
0.74,"0.813 (0.808, 0.808)","0.972 (0.970, 0.970)","0.122 (0.085, 0.085)","0.999 (0.998, 0.998)","0.725 (0.682, 0.682)",Model
0.75,"0.813 (0.808, 0.808)","0.972 (0.970, 0.970)","0.111 (0.076, 0.076)","0.999 (0.999, 0.999)","0.722 (0.683, 0.683)",Model
0.76,"0.813 (0.808, 0.808)","0.972 (0.970, 0.970)","0.106 (0.073, 0.073)","0.999 (0.999, 0.999)","0.715 (0.675, 0.675)",Model
0.77,"0.813 (0.808, 0.808)","0.971 (0.970, 0.970)","0.093 (0.068, 0.068)","0.999 (0.999, 0.999)","0.700 (0.655, 0.655)",Model
0.78,"0.813 (0.808, 0.808)","0.971 (0.970, 0.970)","0.091 (0.068, 0.068)","0.999 (0.999, 0.999)","0.740 (0.718, 0.718)",Model
0.79,"0.813 (0.808, 0.808)","0.971 (0.970, 0.970)","0.088 (0.068, 0.068)","0.999 (0.999, 0.999)","0.751 (0.739, 0.739)",Model
0.8,"0.813 (0.808, 0.808)","0.971 (0.969, 0.969)","0.083 (0.068, 0.068)","0.999 (0.999, 0.999)","0.743 (0.732, 0.732)",Model
0.81,"0.813 (0.808, 0.808)","0.971 (0.969, 0.969)","0.076 (0.068, 0.068)","0.999 (0.999, 0.999)","0.728 (0.710, 0.710)",Model
0.8200000000000001,"0.813 (0.808, 0.808)","0.971 (0.969, 0.969)","0.070 (0.059, 0.059)","0.999 (0.999, 0.999)","0.766 (0.749, 0.749)",Model
0.8300000000000001,"0.813 (0.808, 0.808)","0.971 (0.969, 0.969)","0.065 (0.057, 0.057)","1.000 (1.000, 1.000)","0.834 (0.793, 0.793)",Model
0.84,"0.813 (0.808, 0.808)","0.971 (0.969, 0.969)","0.055 (0.044, 0.044)","1.000 (1.000, 1.000)","0.798 (0.739, 0.739)",Model
0.85,"0.813 (0.808, 0.808)","0.970 (0.969, 0.969)","0.042 (0.027, 0.027)","1.000 (1.000, 1.000)","0.720 (0.625, 0.625)",Model
0.86,"0.813 (0.808, 0.808)","0.970 (0.968, 0.968)","0.031 (0.019, 0.019)","1.000 (1.000, 1.000)","0.534 (0.357, 0.357)",Model
0.87,"0.813 (0.808, 0.808)","0.970 (0.968, 0.968)","0.022 (0.011, 0.011)","1.000 (1.000, 1.000)","0.486 (0.300, 0.300)",Model
0.88,"0.813 (0.808, 0.808)","0.970 (0.968, 0.968)","0.022 (0.011, 0.011)","1.000 (1.000, 1.000)","0.486 (0.300, 0.300)",Model
0.89,"0.813 (0.808, 0.808)","0.970 (0.967, 0.967)","0.010 (0.007, 0.007)","1.000 (1.000, 1.000)","0.500 (0.250, 0.250)",Model
0.9,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.003 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Model
0.91,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.813 (0.808, 0.808)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.791 (0.774, 0.774)","0.073 (0.070, 0.070)","0.979 (0.972, 0.972)","0.044 (0.043, 0.043)","0.031 (0.030, 0.030)",AlloSure
0.01,"0.791 (0.774, 0.774)","0.138 (0.136, 0.136)","0.947 (0.929, 0.929)","0.112 (0.108, 0.108)","0.033 (0.031, 0.031)",AlloSure
0.02,"0.791 (0.774, 0.774)","0.221 (0.217, 0.217)","0.921 (0.897, 0.897)","0.199 (0.195, 0.195)","0.035 (0.033, 0.033)",AlloSure
0.03,"0.791 (0.774, 0.774)","0.310 (0.303, 0.303)","0.900 (0.876, 0.876)","0.292 (0.284, 0.284)","0.039 (0.036, 0.036)",AlloSure
0.04,"0.791 (0.774, 0.774)","0.393 (0.384, 0.384)","0.876 (0.852, 0.852)","0.378 (0.369, 0.369)","0.043 (0.040, 0.040)",AlloSure
0.05,"0.791 (0.774, 0.774)","0.466 (0.457, 0.457)","0.866 (0.836, 0.836)","0.453 (0.444, 0.444)","0.048 (0.045, 0.045)",AlloSure
0.06,"0.791 (0.774, 0.774)","0.527 (0.517, 0.517)","0.823 (0.798, 0.798)","0.517 (0.508, 0.508)","0.051 (0.047, 0.047)",AlloSure
0.07,"0.791 (0.774, 0.774)","0.576 (0.566, 0.566)","0.804 (0.778, 0.778)","0.569 (0.559, 0.559)","0.056 (0.051, 0.051)",AlloSure
0.08,"0.791 (0.774, 0.774)","0.620 (0.612, 0.612)","0.783 (0.750, 0.750)","0.615 (0.607, 0.607)","0.061 (0.056, 0.056)",AlloSure
0.09,"0.791 (0.774, 0.774)","0.658 (0.649, 0.649)","0.775 (0.738, 0.738)","0.654 (0.645, 0.645)","0.067 (0.061, 0.061)",AlloSure
0.1,"0.791 (0.774, 0.774)","0.689 (0.683, 0.683)","0.760 (0.726, 0.726)","0.686 (0.680, 0.680)","0.072 (0.067, 0.067)",AlloSure
0.11,"0.791 (0.774, 0.774)","0.712 (0.705, 0.705)","0.740 (0.715, 0.715)","0.711 (0.704, 0.704)","0.076 (0.069, 0.069)",AlloSure
0.12,"0.791 (0.774, 0.774)","0.732 (0.725, 0.725)","0.737 (0.715, 0.715)","0.731 (0.724, 0.724)","0.081 (0.074, 0.074)",AlloSure
0.13,"0.791 (0.774, 0.774)","0.749 (0.743, 0.743)","0.727 (0.708, 0.708)","0.749 (0.743, 0.743)","0.085 (0.078, 0.078)",AlloSure
0.14,"0.791 (0.774, 0.774)","0.763 (0.757, 0.757)","0.717 (0.703, 0.703)","0.765 (0.759, 0.759)","0.089 (0.081, 0.081)",AlloSure
0.15,"0.791 (0.774, 0.774)","0.777 (0.771, 0.771)","0.709 (0.693, 0.693)","0.779 (0.773, 0.773)","0.093 (0.084, 0.084)",AlloSure
0.16,"0.791 (0.774, 0.774)","0.790 (0.783, 0.783)","0.698 (0.681, 0.681)","0.792 (0.786, 0.786)","0.097 (0.088, 0.088)",AlloSure
0.17,"0.791 (0.774, 0.774)","0.800 (0.795, 0.795)","0.693 (0.677, 0.677)","0.803 (0.798, 0.798)","0.101 (0.092, 0.092)",AlloSure
0.18,"0.791 (0.774, 0.774)","0.810 (0.806, 0.806)","0.686 (0.673, 0.673)","0.814 (0.810, 0.810)","0.105 (0.096, 0.096)",AlloSure
0.19,"0.791 (0.774, 0.774)","0.818 (0.813, 0.813)","0.674 (0.665, 0.665)","0.823 (0.818, 0.818)","0.108 (0.101, 0.101)",AlloSure
0.2,"0.791 (0.774, 0.774)","0.827 (0.822, 0.822)","0.661 (0.650, 0.650)","0.832 (0.827, 0.827)","0.112 (0.103, 0.103)",AlloSure
0.21,"0.791 (0.774, 0.774)","0.834 (0.829, 0.829)","0.654 (0.642, 0.642)","0.840 (0.834, 0.834)","0.115 (0.107, 0.107)",AlloSure
0.22,"0.791 (0.774, 0.774)","0.840 (0.835, 0.835)","0.651 (0.639, 0.639)","0.846 (0.841, 0.841)","0.119 (0.110, 0.110)",AlloSure
0.23,"0.791 (0.774, 0.774)","0.847 (0.842, 0.842)","0.641 (0.627, 0.627)","0.853 (0.849, 0.849)","0.123 (0.112, 0.112)",AlloSure
0.24,"0.791 (0.774, 0.774)","0.852 (0.848, 0.848)","0.638 (0.622, 0.622)","0.859 (0.855, 0.855)","0.127 (0.115, 0.115)",AlloSure
0.25,"0.791 (0.774, 0.774)","0.856 (0.852, 0.852)","0.632 (0.613, 0.613)","0.863 (0.859, 0.859)","0.129 (0.117, 0.117)",AlloSure
0.26,"0.791 (0.774, 0.774)","0.861 (0.857, 0.857)","0.625 (0.609, 0.609)","0.869 (0.864, 0.864)","0.132 (0.121, 0.121)",AlloSure
0.27,"0.791 (0.774, 0.774)","0.865 (0.861, 0.861)","0.622 (0.606, 0.606)","0.873 (0.868, 0.868)","0.136 (0.124, 0.124)",AlloSure
0.28,"0.791 (0.774, 0.774)","0.868 (0.864, 0.864)","0.612 (0.602, 0.602)","0.877 (0.872, 0.872)","0.137 (0.126, 0.126)",AlloSure
0.29,"0.791 (0.774, 0.774)","0.872 (0.867, 0.867)","0.608 (0.598, 0.598)","0.880 (0.875, 0.875)","0.139 (0.129, 0.129)",AlloSure
0.3,"0.791 (0.774, 0.774)","0.874 (0.871, 0.871)","0.605 (0.594, 0.594)","0.883 (0.879, 0.879)","0.142 (0.131, 0.131)",AlloSure
0.31,"0.791 (0.774, 0.774)","0.877 (0.873, 0.873)","0.597 (0.582, 0.582)","0.886 (0.882, 0.882)","0.143 (0.131, 0.131)",AlloSure
0.32,"0.791 (0.774, 0.774)","0.879 (0.876, 0.876)","0.589 (0.569, 0.569)","0.889 (0.884, 0.884)","0.145 (0.132, 0.132)",AlloSure
0.33,"0.791 (0.774, 0.774)","0.883 (0.879, 0.879)","0.584 (0.566, 0.566)","0.892 (0.888, 0.888)","0.147 (0.134, 0.134)",AlloSure
0.34,"0.791 (0.774, 0.774)","0.885 (0.882, 0.882)","0.579 (0.562, 0.562)","0.895 (0.891, 0.891)","0.150 (0.137, 0.137)",AlloSure
0.35000000000000003,"0.791 (0.774, 0.774)","0.888 (0.884, 0.884)","0.574 (0.558, 0.558)","0.897 (0.894, 0.894)","0.151 (0.139, 0.139)",AlloSure
0.36,"0.791 (0.774, 0.774)","0.891 (0.888, 0.888)","0.572 (0.558, 0.558)","0.901 (0.897, 0.897)","0.155 (0.143, 0.143)",AlloSure
0.37,"0.791 (0.774, 0.774)","0.893 (0.891, 0.891)","0.572 (0.558, 0.558)","0.903 (0.900, 0.900)","0.158 (0.146, 0.146)",AlloSure
0.38,"0.791 (0.774, 0.774)","0.895 (0.893, 0.893)","0.567 (0.551, 0.551)","0.905 (0.902, 0.902)","0.159 (0.146, 0.146)",AlloSure
0.39,"0.791 (0.774, 0.774)","0.897 (0.895, 0.895)","0.564 (0.547, 0.547)","0.907 (0.905, 0.905)","0.162 (0.148, 0.148)",AlloSure
0.4,"0.791 (0.774, 0.774)","0.899 (0.897, 0.897)","0.562 (0.543, 0.543)","0.909 (0.907, 0.907)","0.164 (0.150, 0.150)",AlloSure
0.41000000000000003,"0.791 (0.774, 0.774)","0.900 (0.898, 0.898)","0.559 (0.539, 0.539)","0.911 (0.908, 0.908)","0.166 (0.151, 0.151)",AlloSure
0.42,"0.791 (0.774, 0.774)","0.901 (0.900, 0.900)","0.553 (0.530, 0.530)","0.912 (0.910, 0.910)","0.167 (0.152, 0.152)",AlloSure
0.43,"0.791 (0.774, 0.774)","0.903 (0.901, 0.901)","0.545 (0.522, 0.522)","0.914 (0.911, 0.911)","0.168 (0.152, 0.152)",AlloSure
0.44,"0.791 (0.774, 0.774)","0.904 (0.902, 0.902)","0.540 (0.518, 0.518)","0.916 (0.913, 0.913)","0.169 (0.154, 0.154)",AlloSure
0.45,"0.791 (0.774, 0.774)","0.906 (0.904, 0.904)","0.535 (0.510, 0.510)","0.918 (0.914, 0.914)","0.171 (0.155, 0.155)",AlloSure
0.46,"0.791 (0.774, 0.774)","0.908 (0.905, 0.905)","0.530 (0.510, 0.510)","0.919 (0.916, 0.916)","0.173 (0.159, 0.159)",AlloSure
0.47000000000000003,"0.791 (0.774, 0.774)","0.910 (0.906, 0.906)","0.525 (0.506, 0.506)","0.922 (0.917, 0.917)","0.176 (0.162, 0.162)",AlloSure
0.48,"0.791 (0.774, 0.774)","0.911 (0.907, 0.907)","0.518 (0.503, 0.503)","0.923 (0.919, 0.919)","0.176 (0.164, 0.164)",AlloSure
0.49,"0.791 (0.774, 0.774)","0.912 (0.909, 0.909)","0.516 (0.503, 0.503)","0.924 (0.920, 0.920)","0.178 (0.166, 0.166)",AlloSure
0.5,"0.791 (0.774, 0.774)","0.913 (0.910, 0.910)","0.508 (0.494, 0.494)","0.925 (0.921, 0.921)","0.178 (0.166, 0.166)",AlloSure
0.51,"0.791 (0.774, 0.774)","0.914 (0.911, 0.911)","0.508 (0.494, 0.494)","0.927 (0.923, 0.923)","0.181 (0.169, 0.169)",AlloSure
0.52,"0.791 (0.774, 0.774)","0.915 (0.912, 0.912)","0.503 (0.490, 0.490)","0.928 (0.924, 0.924)","0.182 (0.171, 0.171)",AlloSure
0.53,"0.791 (0.774, 0.774)","0.917 (0.914, 0.914)","0.495 (0.482, 0.482)","0.930 (0.926, 0.926)","0.184 (0.173, 0.173)",AlloSure
0.54,"0.791 (0.774, 0.774)","0.918 (0.915, 0.915)","0.495 (0.482, 0.482)","0.932 (0.927, 0.927)","0.187 (0.176, 0.176)",AlloSure
0.55,"0.791 (0.774, 0.774)","0.920 (0.916, 0.916)","0.492 (0.477, 0.477)","0.933 (0.929, 0.929)","0.191 (0.179, 0.179)",AlloSure
0.56,"0.791 (0.774, 0.774)","0.921 (0.917, 0.917)","0.487 (0.477, 0.477)","0.935 (0.930, 0.930)","0.192 (0.182, 0.182)",AlloSure
0.5700000000000001,"0.791 (0.774, 0.774)","0.922 (0.918, 0.918)","0.482 (0.470, 0.470)","0.936 (0.931, 0.931)","0.193 (0.182, 0.182)",AlloSure
0.58,"0.791 (0.774, 0.774)","0.923 (0.919, 0.919)","0.477 (0.466, 0.466)","0.937 (0.932, 0.932)","0.195 (0.183, 0.183)",AlloSure
0.59,"0.791 (0.774, 0.774)","0.923 (0.920, 0.920)","0.472 (0.458, 0.458)","0.938 (0.933, 0.933)","0.195 (0.181, 0.181)",AlloSure
0.6,"0.791 (0.774, 0.774)","0.924 (0.921, 0.921)","0.469 (0.454, 0.454)","0.939 (0.934, 0.934)","0.197 (0.184, 0.184)",AlloSure
0.61,"0.791 (0.774, 0.774)","0.925 (0.921, 0.921)","0.467 (0.450, 0.450)","0.940 (0.935, 0.935)","0.198 (0.185, 0.185)",AlloSure
