Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.15,"0.704 (0.654, 0.654)","0.975 (0.969, 0.969)","0.084 (0.065, 0.065)","0.994 (0.994, 0.994)","0.232 (0.214, 0.214)",Model
0.16,"0.704 (0.654, 0.654)","0.976 (0.970, 0.970)","0.068 (0.064, 0.064)","0.995 (0.996, 0.996)","0.233 (0.217, 0.217)",Model
0.17,"0.704 (0.654, 0.654)","0.976 (0.969, 0.969)","0.055 (0.032, 0.032)","0.995 (0.996, 0.996)","0.209 (0.182, 0.182)",Model
0.18,"0.704 (0.654, 0.654)","0.976 (0.970, 0.970)","0.047 (0.032, 0.032)","0.996 (0.996, 0.996)","0.209 (0.111, 0.111)",Model
0.19,"0.704 (0.654, 0.654)","0.976 (0.971, 0.971)","0.038 (0.021, 0.021)","0.996 (0.996, 0.996)","0.181 (0.111, 0.111)",Model
0.2,"0.704 (0.654, 0.654)","0.976 (0.971, 0.971)","0.038 (0.021, 0.021)","0.997 (0.996, 0.996)","0.198 (0.111, 0.111)",Model
0.21,"0.704 (0.654, 0.654)","0.977 (0.972, 0.972)","0.030 (0.021, 0.021)","0.997 (0.996, 0.996)","0.151 (0.111, 0.111)",Model
0.22,"0.704 (0.654, 0.654)","0.977 (0.972, 0.972)","0.030 (0.021, 0.021)","0.997 (0.997, 0.997)","0.165 (0.143, 0.143)",Model
0.23,"0.704 (0.654, 0.654)","0.977 (0.972, 0.972)","0.022 (0.000, 0.000)","0.998 (0.998, 0.998)","0.129 (0.000, 0.000)",Model
0.24,"0.704 (0.654, 0.654)","0.978 (0.972, 0.972)","0.022 (0.000, 0.000)","0.998 (0.998, 0.998)","0.179 (0.000, 0.000)",Model
0.25,"0.704 (0.654, 0.654)","0.978 (0.973, 0.973)","0.022 (0.000, 0.000)","0.998 (0.999, 0.999)","0.183 (0.000, 0.000)",Model
0.26,"0.704 (0.654, 0.654)","0.978 (0.973, 0.973)","0.022 (0.000, 0.000)","0.999 (0.999, 0.999)","0.250 (0.000, 0.000)",Model
0.27,"0.704 (0.654, 0.654)","0.978 (0.973, 0.973)","0.022 (0.000, 0.000)","0.999 (0.999, 0.999)","0.250 (0.000, 0.000)",Model
0.28,"0.704 (0.654, 0.654)","0.978 (0.974, 0.974)","0.016 (0.000, 0.000)","0.999 (0.999, 0.999)","0.167 (0.000, 0.000)",Model
0.29,"0.704 (0.654, 0.654)","0.978 (0.974, 0.974)","0.016 (0.000, 0.000)","0.999 (0.999, 0.999)","0.167 (0.000, 0.000)",Model
0.3,"0.704 (0.654, 0.654)","0.979 (0.974, 0.974)","0.016 (0.000, 0.000)","0.999 (0.999, 0.999)","0.267 (0.000, 0.000)",Model
0.31,"0.704 (0.654, 0.654)","0.979 (0.974, 0.974)","0.016 (0.000, 0.000)","0.999 (1.000, 1.000)","0.275 (0.000, 0.000)",Model
0.32,"0.704 (0.654, 0.654)","0.979 (0.974, 0.974)","0.016 (0.000, 0.000)","0.999 (1.000, 1.000)","0.275 (0.000, 0.000)",Model
0.33,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","0.999 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.34,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","0.999 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.35000000000000003,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","0.999 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.36,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","0.999 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.37,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","0.999 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.38,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","0.999 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.39,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","1.000 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.4,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","1.000 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.41000000000000003,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","1.000 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.42,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","1.000 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.43,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","1.000 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.44,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","1.000 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.45,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","1.000 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.46,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.016 (0.000, 0.000)","1.000 (1.000, 1.000)","0.286 (0.000, 0.000)",Model
0.47000000000000003,"0.704 (0.654, 0.654)","0.979 (0.974, 0.974)","0.012 (0.000, 0.000)","1.000 (1.000, 1.000)","0.267 (0.000, 0.000)",Model
0.48,"0.704 (0.654, 0.654)","0.979 (0.974, 0.974)","0.012 (0.000, 0.000)","1.000 (1.000, 1.000)","0.267 (0.000, 0.000)",Model
0.49,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.012 (0.000, 0.000)","1.000 (1.000, 1.000)","0.280 (0.000, 0.000)",Model
0.5,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.012 (0.000, 0.000)","1.000 (1.000, 1.000)","0.280 (0.000, 0.000)",Model
0.51,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.080 (0.000, 0.000)",Model
0.52,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.53,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.54,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.55,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.56,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.5700000000000001,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.58,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.59,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.6,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.61,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.62,"0.704 (0.654, 0.654)","0.979 (0.976, 0.976)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.133 (0.000, 0.000)",Model
0.63,"0.704 (0.654, 0.654)","0.979 (0.976, 0.976)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.133 (0.000, 0.000)",Model
0.64,"0.704 (0.654, 0.654)","0.979 (0.976, 0.976)","0.007 (0.000, 0.000)","1.000 (1.000, 1.000)","0.133 (0.000, 0.000)",Model
0.65,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.66,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.67,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.68,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.6900000000000001,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.7000000000000001,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.71,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.72,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.73,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.74,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.704 (0.654, 0.654)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.661 (0.648, 0.648)","0.065 (0.062, 0.062)","0.977 (0.968, 0.968)","0.046 (0.043, 0.043)","0.021 (0.017, 0.017)",AlloSure
0.01,"0.661 (0.648, 0.648)","0.135 (0.131, 0.131)","0.935 (0.925, 0.925)","0.118 (0.112, 0.112)","0.022 (0.018, 0.018)",AlloSure
0.02,"0.661 (0.648, 0.648)","0.222 (0.216, 0.216)","0.900 (0.872, 0.872)","0.208 (0.201, 0.201)","0.024 (0.018, 0.018)",AlloSure
0.03,"0.661 (0.648, 0.648)","0.315 (0.314, 0.314)","0.862 (0.842, 0.842)","0.303 (0.299, 0.299)","0.026 (0.019, 0.019)",AlloSure
0.04,"0.661 (0.648, 0.648)","0.396 (0.383, 0.383)","0.762 (0.754, 0.754)","0.388 (0.376, 0.376)","0.026 (0.020, 0.020)",AlloSure
0.05,"0.661 (0.648, 0.648)","0.471 (0.461, 0.461)","0.731 (0.716, 0.716)","0.466 (0.454, 0.454)","0.028 (0.023, 0.023)",AlloSure
0.06,"0.661 (0.648, 0.648)","0.534 (0.520, 0.520)","0.679 (0.649, 0.649)","0.531 (0.517, 0.517)","0.030 (0.025, 0.025)",AlloSure
0.07,"0.661 (0.648, 0.648)","0.585 (0.573, 0.573)","0.658 (0.614, 0.614)","0.584 (0.572, 0.572)","0.032 (0.028, 0.028)",AlloSure
0.08,"0.661 (0.648, 0.648)","0.628 (0.618, 0.618)","0.591 (0.574, 0.574)","0.629 (0.619, 0.619)","0.033 (0.028, 0.028)",AlloSure
0.09,"0.661 (0.648, 0.648)","0.666 (0.657, 0.657)","0.566 (0.511, 0.511)","0.668 (0.659, 0.659)","0.035 (0.031, 0.031)",AlloSure
0.1,"0.661 (0.648, 0.648)","0.698 (0.691, 0.691)","0.534 (0.511, 0.511)","0.702 (0.695, 0.695)","0.037 (0.030, 0.030)",AlloSure
0.11,"0.661 (0.648, 0.648)","0.722 (0.713, 0.713)","0.522 (0.489, 0.489)","0.726 (0.717, 0.717)","0.039 (0.031, 0.031)",AlloSure
0.12,"0.661 (0.648, 0.648)","0.741 (0.733, 0.733)","0.508 (0.468, 0.468)","0.746 (0.737, 0.737)","0.041 (0.033, 0.033)",AlloSure
0.13,"0.661 (0.648, 0.648)","0.759 (0.753, 0.753)","0.500 (0.463, 0.463)","0.764 (0.758, 0.758)","0.043 (0.036, 0.036)",AlloSure
0.14,"0.661 (0.648, 0.648)","0.774 (0.766, 0.766)","0.467 (0.426, 0.426)","0.780 (0.773, 0.773)","0.044 (0.038, 0.038)",AlloSure
0.15,"0.661 (0.648, 0.648)","0.788 (0.784, 0.784)","0.451 (0.404, 0.404)","0.795 (0.791, 0.791)","0.046 (0.038, 0.038)",AlloSure
0.16,"0.661 (0.648, 0.648)","0.801 (0.799, 0.799)","0.446 (0.404, 0.404)","0.809 (0.807, 0.807)","0.048 (0.039, 0.039)",AlloSure
0.17,"0.661 (0.648, 0.648)","0.811 (0.810, 0.810)","0.427 (0.362, 0.362)","0.819 (0.818, 0.818)","0.049 (0.040, 0.040)",AlloSure
0.18,"0.661 (0.648, 0.648)","0.821 (0.816, 0.816)","0.407 (0.362, 0.362)","0.830 (0.825, 0.825)","0.049 (0.039, 0.039)",AlloSure
0.19,"0.661 (0.648, 0.648)","0.830 (0.826, 0.826)","0.397 (0.362, 0.362)","0.839 (0.836, 0.836)","0.051 (0.041, 0.041)",AlloSure
0.2,"0.661 (0.648, 0.648)","0.839 (0.834, 0.834)","0.394 (0.362, 0.362)","0.848 (0.844, 0.844)","0.053 (0.042, 0.042)",AlloSure
0.21,"0.661 (0.648, 0.648)","0.845 (0.837, 0.837)","0.364 (0.333, 0.333)","0.855 (0.850, 0.850)","0.051 (0.044, 0.044)",AlloSure
0.22,"0.661 (0.648, 0.648)","0.849 (0.843, 0.843)","0.339 (0.298, 0.298)","0.860 (0.857, 0.857)","0.050 (0.043, 0.043)",AlloSure
0.23,"0.661 (0.648, 0.648)","0.856 (0.849, 0.849)","0.331 (0.281, 0.281)","0.868 (0.863, 0.863)","0.051 (0.043, 0.043)",AlloSure
0.24,"0.661 (0.648, 0.648)","0.861 (0.854, 0.854)","0.319 (0.281, 0.281)","0.873 (0.868, 0.868)","0.052 (0.041, 0.041)",AlloSure
0.25,"0.661 (0.648, 0.648)","0.865 (0.857, 0.857)","0.313 (0.281, 0.281)","0.876 (0.871, 0.871)","0.052 (0.043, 0.043)",AlloSure
0.26,"0.661 (0.648, 0.648)","0.869 (0.860, 0.860)","0.309 (0.263, 0.263)","0.881 (0.875, 0.875)","0.054 (0.044, 0.044)",AlloSure
0.27,"0.661 (0.648, 0.648)","0.873 (0.863, 0.863)","0.299 (0.263, 0.263)","0.885 (0.879, 0.879)","0.053 (0.045, 0.045)",AlloSure
0.28,"0.661 (0.648, 0.648)","0.875 (0.865, 0.865)","0.293 (0.263, 0.263)","0.888 (0.881, 0.881)","0.053 (0.046, 0.046)",AlloSure
0.29,"0.661 (0.648, 0.648)","0.878 (0.866, 0.866)","0.285 (0.246, 0.246)","0.891 (0.882, 0.882)","0.053 (0.047, 0.047)",AlloSure
0.3,"0.661 (0.648, 0.648)","0.881 (0.868, 0.868)","0.275 (0.246, 0.246)","0.894 (0.884, 0.884)","0.053 (0.042, 0.042)",AlloSure
0.31,"0.661 (0.648, 0.648)","0.884 (0.869, 0.869)","0.275 (0.246, 0.246)","0.897 (0.885, 0.885)","0.055 (0.043, 0.043)",AlloSure
0.32,"0.661 (0.648, 0.648)","0.886 (0.870, 0.870)","0.271 (0.246, 0.246)","0.899 (0.886, 0.886)","0.055 (0.044, 0.044)",AlloSure
0.33,"0.661 (0.648, 0.648)","0.889 (0.874, 0.874)","0.271 (0.246, 0.246)","0.902 (0.888, 0.888)","0.057 (0.046, 0.046)",AlloSure
0.34,"0.661 (0.648, 0.648)","0.891 (0.878, 0.878)","0.268 (0.246, 0.246)","0.905 (0.890, 0.890)","0.058 (0.047, 0.047)",AlloSure
0.35000000000000003,"0.661 (0.648, 0.648)","0.894 (0.880, 0.880)","0.261 (0.246, 0.246)","0.907 (0.892, 0.892)","0.057 (0.049, 0.049)",AlloSure
0.36,"0.661 (0.648, 0.648)","0.896 (0.883, 0.883)","0.258 (0.239, 0.239)","0.910 (0.896, 0.896)","0.058 (0.050, 0.050)",AlloSure
0.37,"0.661 (0.648, 0.648)","0.898 (0.885, 0.885)","0.258 (0.239, 0.239)","0.912 (0.898, 0.898)","0.059 (0.050, 0.050)",AlloSure
0.38,"0.661 (0.648, 0.648)","0.900 (0.885, 0.885)","0.258 (0.239, 0.239)","0.913 (0.901, 0.901)","0.060 (0.051, 0.051)",AlloSure
0.39,"0.661 (0.648, 0.648)","0.902 (0.888, 0.888)","0.258 (0.239, 0.239)","0.916 (0.904, 0.904)","0.061 (0.052, 0.052)",AlloSure
0.4,"0.661 (0.648, 0.648)","0.903 (0.889, 0.889)","0.252 (0.239, 0.239)","0.917 (0.905, 0.905)","0.062 (0.049, 0.049)",AlloSure
0.41000000000000003,"0.661 (0.648, 0.648)","0.904 (0.890, 0.890)","0.252 (0.239, 0.239)","0.918 (0.906, 0.906)","0.063 (0.050, 0.050)",AlloSure
0.42,"0.661 (0.648, 0.648)","0.906 (0.891, 0.891)","0.252 (0.239, 0.239)","0.920 (0.908, 0.908)","0.064 (0.050, 0.050)",AlloSure
0.43,"0.661 (0.648, 0.648)","0.907 (0.894, 0.894)","0.252 (0.239, 0.239)","0.921 (0.911, 0.911)","0.065 (0.051, 0.051)",AlloSure
0.44,"0.661 (0.648, 0.648)","0.909 (0.895, 0.895)","0.249 (0.224, 0.224)","0.923 (0.911, 0.911)","0.065 (0.052, 0.052)",AlloSure
0.45,"0.661 (0.648, 0.648)","0.910 (0.896, 0.896)","0.222 (0.224, 0.224)","0.924 (0.912, 0.912)","0.060 (0.044, 0.044)",AlloSure
0.46,"0.661 (0.648, 0.648)","0.911 (0.899, 0.899)","0.222 (0.224, 0.224)","0.926 (0.913, 0.913)","0.061 (0.046, 0.046)",AlloSure
0.47000000000000003,"0.661 (0.648, 0.648)","0.913 (0.901, 0.901)","0.219 (0.224, 0.224)","0.928 (0.916, 0.916)","0.062 (0.047, 0.047)",AlloSure
0.48,"0.661 (0.648, 0.648)","0.915 (0.902, 0.902)","0.219 (0.224, 0.224)","0.930 (0.918, 0.918)","0.064 (0.048, 0.048)",AlloSure
0.49,"0.661 (0.648, 0.648)","0.916 (0.904, 0.904)","0.212 (0.224, 0.224)","0.931 (0.920, 0.920)","0.063 (0.048, 0.048)",AlloSure
0.5,"0.661 (0.648, 0.648)","0.917 (0.905, 0.905)","0.212 (0.224, 0.224)","0.932 (0.921, 0.921)","0.065 (0.049, 0.049)",AlloSure
0.51,"0.661 (0.648, 0.648)","0.918 (0.908, 0.908)","0.204 (0.213, 0.213)","0.934 (0.921, 0.921)","0.063 (0.051, 0.051)",AlloSure
0.52,"0.661 (0.648, 0.648)","0.920 (0.910, 0.910)","0.201 (0.209, 0.209)","0.935 (0.923, 0.923)","0.063 (0.052, 0.052)",AlloSure
0.53,"0.661 (0.648, 0.648)","0.921 (0.912, 0.912)","0.192 (0.209, 0.209)","0.937 (0.926, 0.926)","0.062 (0.048, 0.048)",AlloSure
0.54,"0.661 (0.648, 0.648)","0.922 (0.913, 0.913)","0.189 (0.194, 0.194)","0.938 (0.927, 0.927)","0.062 (0.049, 0.049)",AlloSure
0.55,"0.661 (0.648, 0.648)","0.924 (0.915, 0.915)","0.185 (0.193, 0.193)","0.939 (0.929, 0.929)","0.062 (0.051, 0.051)",AlloSure
0.56,"0.661 (0.648, 0.648)","0.925 (0.917, 0.917)","0.185 (0.193, 0.193)","0.941 (0.930, 0.930)","0.064 (0.052, 0.052)",AlloSure
0.5700000000000001,"0.661 (0.648, 0.648)","0.926 (0.919, 0.919)","0.185 (0.193, 0.193)","0.941 (0.931, 0.931)","0.065 (0.053, 0.053)",AlloSure
0.58,"0.661 (0.648, 0.648)","0.927 (0.919, 0.919)","0.185 (0.193, 0.193)","0.943 (0.932, 0.932)","0.066 (0.054, 0.054)",AlloSure
0.59,"0.661 (0.648, 0.648)","0.928 (0.920, 0.920)","0.180 (0.193, 0.193)","0.944 (0.933, 0.933)","0.066 (0.048, 0.048)",AlloSure
0.6,"0.661 (0.648, 0.648)","0.929 (0.922, 0.922)","0.173 (0.179, 0.179)","0.945 (0.934, 0.934)","0.064 (0.050, 0.050)",AlloSure
0.61,"0.661 (0.648, 0.648)","0.929 (0.922, 0.922)","0.173 (0.179, 0.179)","0.945 (0.936, 0.936)","0.064 (0.050, 0.050)",AlloSure
